"1000",0.3,0.19,0.535,0,0.069375,0.21125,0.184375
"1001",0.31,0.19,0.52,0,0.055625,0.225,0.199375
"1002",0.32,0.19,0.52,0,0.04875,0.2225,0.20875
"1003",0.33,0.19,0.524375,0,0.0375,0.2225,0.215625
"1004",0.34,0.19,0.525,0,0.0275,0.22375,0.22375
"1005",0.35,0.19,0.51625,0,0.02875,0.223125,0.231875
"1006",0.36,0.19,0.48375,0,0.024375,0.2425,0.249375
"1007",0.37,0.19,0.4725,0,0.024375,0.246875,0.25625
"1008",0.38,0.19,0.465,0,0.013125,0.2575,0.264375
"1009",0.39,0.19,0.46125,0,0,0.268125,0.270625
"100",0.48,0.01,0.525,0,0,0.239375,0.235625
"1010",0.4,0.19,0.44375,0,0,0.278125,0.278125
"1011",0.41,0.19,0.42375,0,0,0.29,0.28625
"1012",0.42,0.19,0.405625,0,0,0.30125,0.293125
"1013",0.43,0.19,0.366875,0,0,0.325625,0.3075
"1014",0.44,0.19,0.344375,0,0,0.32875,0.326875
"1015",0.45,0.19,0.32625,0,0,0.315625,0.358125
"1016",0.46,0.19,0.304375,0,0,0.3025,0.393125
"1017",0.47,0.19,0.279375,0,0,0.28625,0.434375
"1018",0.48,0.19,0.265625,0,0,0.275,0.459375
"1019",0.49,0.19,0.225,0,0,0.263125,0.511875
"101",0.49,0.01,0.525,0,0,0.233125,0.241875
"1020",0.5,0.19,0.03,0,0,0.24625,0.72375
"1021",0,0.2,0,0.865,0.06375,0.06375,0.0075
"1022",0.01,0.2,0,0.856875,0.075625,0.06,0.0075
"1023",0.02,0.2,0,0.841875,0.091875,0.058125,0.008125
"1024",0.03,0.2,0,0.826875,0.105,0.059375,0.00875
"1025",0.04,0.2,0,0.809375,0.12125,0.06,0.009375
"1026",0.05,0.2,0,0.784375,0.13625,0.07,0.009375
"1027",0.06,0.2,0,0.746875,0.148125,0.09125,0.01375
"1028",0.07,0.2,0,0.718125,0.15625,0.108125,0.0175
"1029",0.08,0.2,0,0.68625,0.1675,0.123125,0.023125
"102",0.5,0.01,0.525,0,0,0.230625,0.244375
"1030",0.09,0.2,0,0.6575,0.175,0.1375,0.03
"1031",0.1,0.2,0,0.625625,0.18125,0.1575,0.035625
"1032",0.11,0.2,0.60125,0.000625,0.1875,0.17125,0.039375
"1033",0.12,0.2,0.5775,0,0.195625,0.179375,0.0475
"1034",0.13,0.2,0.55625,0,0.19875,0.191875,0.053125
"1035",0.14,0.2,0.5375,0,0.20375,0.19875,0.06
"1036",0.15,0.2,0.520625,0,0.204375,0.208125,0.066875
"1037",0.16,0.2,0.508125,0,0.205625,0.21125,0.075
"1038",0.17,0.2,0.4975,0,0.203125,0.21875,0.080625
"1039",0.18,0.2,0.485625,0,0.200625,0.22375,0.09
"103",0,0.02,0,0.8325,0.07875,0.07875,0.01
"1040",0.19,0.2,0.488125,0,0.19625,0.22,0.095625
"1041",0.2,0.2,0.488125,0,0.174375,0.23125,0.10625
"1042",0.21,0.2,0.49,0,0.168125,0.228125,0.11375
"1043",0.22,0.2,0.5025,0,0.155625,0.223125,0.11875
"1044",0.23,0.2,0.496875,0,0.138125,0.234375,0.130625
"1045",0.24,0.2,0.501875,0,0.13,0.229375,0.13875
"1046",0.25,0.2,0.51375,0,0.118125,0.224375,0.14375
"1047",0.26,0.2,0.51125,0,0.108125,0.229375,0.15125
"1048",0.27,0.2,0.510625,0,0.095,0.228125,0.16625
"1049",0.28,0.2,0.523125,0,0.0825,0.2225,0.171875
"104",0.01,0.02,0,0.825625,0.085625,0.07875,0.01
"1050",0.29,0.2,0.526875,0,0.0775,0.214375,0.18125
"1051",0.3,0.2,0.5325,0,0.069375,0.210625,0.1875
"1052",0.31,0.2,0.515625,0,0.055,0.22625,0.203125
"1053",0.32,0.2,0.51375,0,0.04875,0.225625,0.211875
"1054",0.33,0.2,0.5125,0,0.04125,0.226875,0.219375
"1055",0.34,0.2,0.50375,0,0.03875,0.23125,0.22625
"1056",0.35,0.2,0.49125,0,0.039375,0.233125,0.23625
"1057",0.36,0.2,0.465625,0,0.0325,0.24875,0.253125
"1058",0.37,0.2,0.45375,0,0.03125,0.255625,0.259375
"1059",0.38,0.2,0.454375,0,0.013125,0.264375,0.268125
"105",0.02,0.02,0,0.8125,0.098125,0.079375,0.01
"1060",0.39,0.2,0.449375,0,0,0.275,0.275625
"1061",0.4,0.2,0.4325,0,0,0.28625,0.28125
"1062",0.41,0.2,0.40875,0,0,0.303125,0.288125
"1063",0.42,0.2,0.394375,0,0,0.31,0.295625
"1064",0.43,0.2,0.348125,0,0,0.334375,0.3175
